firm_name,firm_group,reporting_period,period,product_category,complaints_closed
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1072
Assurant General Insurance Limited,ASSURANT INC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,6584
Astrenska Insurance Limited,NO GROUP,2024-11-01 to 2025-04-30,H1 2025,Insurance & pure protection,1981
Asurion Europe Limited,ASURION,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1487
Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,9889
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),2024-08-01 to 2025-01-31,H1 2025,Insurance & pure protection,6710
Avantia Insurance Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1181
Aviva Health UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1211
Aviva Insurance Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,49655
Aviva Life Services UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3925
Aviva Protection UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,661
AWP Assistance UK Ltd,ALLIANZ SE,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2771
AWP P&C S.A.,ALLIANZ SE,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1635
AXA Insurance Designated Activity Company,AXA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2117
AXA Insurance UK Plc,AXA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,17758
AXA PPP Healthcare Limited,AXA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,21622
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,31
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,205
Barclays Bank UK PLC,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,184
BISL Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,12369
British Gas Services Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,52837
BUPA Insurance Services Limited,BUPA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,31139
CALL ASSIST LIMITED,NO GROUP,2024-11-01 to 2025-04-30,H1 2025,Insurance & pure protection,698
Canada Life Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,196
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,8
Car Care Plan Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,929
CAROLE NASH INSURANCE CONSULTANTS LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3098
Castelan Limited,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,549
Casualty & General Insurance Company (Europe) Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1023
Chubb European Group SE,CHUBB LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3969
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2024-08-01 to 2025-01-31,H1 2025,Insurance & pure protection,1
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,9
Complete Cover Group Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,879
Connells Limited,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,110
Countrywide Assured Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,315
Coutts & Company,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,13
Covea Insurance plc,COVEA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2435
Coventry Building Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,59489
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,0
Embark Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,0
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2614
ERGO UK Specialty Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,513
esure Insurance Limited,ESURE GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,14334
EUI Limited,ADMIRAL GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,69925
Evolution Insurance Company Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,543
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1308
Experian Limited,EXPERIAN PLC,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,0
Family Assurance Friendly Society Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,550
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,0
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,8266
FirstRand Bank Limited,FIRSTRAND LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,22
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,30
Fortegra Europe Insurance Company Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3100
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,0
Hastings Insurance Services Limited,HASTINGS GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,17586
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,0
HELVETIA GLOBAL SOLUTIONS LTD,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,916
Highway Insurance Company Limited,ALLIANZ SE,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,762
Hiscox Insurance Company Limited,HISCOX LTD.,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,517
Homeserve Membership Limited,HOMESERVE PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3072
Hood Travel Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,637
Howserv Limited,STAYSURE HOLDINGS LTD,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2374
HSBC Bank Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,522
I Go 4 Ltd.,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,921
Inshur UK Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,606
INSURANCE FACTORY LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3211
INTACT INSURANCE UK LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,9144
Inter Partner Assistance SA,AXA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,9685
Leeds Building Society,LEEDS BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,5
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3119
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1380
Liverpool Victoria Insurance Company Limited,ALLIANZ SE,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,10636
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,5776
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,339
London and Country Mortgages Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,46
ManyPets Ltd,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,3973
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,97
Marshmallow Financial Services Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,5656
MBNA Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,8
MetLife Europe d.a.c.,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,743
Millennium Insurance Company Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,714
MotoNovo Finance Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,23
MUNICH RE DIGITAL PARTNERS LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3482
National House-Building Council,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,686
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,81
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2024-10-05 to 2025-03-31,H1 2025,Insurance & pure protection,166
Newcastle Building Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1
Northern Bank Limited,DANSKE BANK A/S,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1
One Call Insurance Services Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3056
OVO HOME SERVICES LTD,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2269
Paragon Bank Plc,PARAGON BANKING GROUP PLC,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,2
Phoenix Life CA Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,295
Phoenix Life Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3280
Pinnacle Insurance Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2901
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2
QBE UK Limited,QBE INSURANCE GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,941
Qmetric Group Limited,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,3613
QUILTER FINANCIAL SERVICES LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,6
RAC FINANCIAL SERVICES LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,8756
ReAssure Life Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,339
ReAssure Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,572
Reassured Ltd,NO GROUP,2024-08-01 to 2025-01-31,H1 2025,Insurance & pure protection,558
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,588
Saga Services Limited,SAGA PLC,2024-08-01 to 2025-01-31,H1 2025,Insurance & pure protection,8421
Sainsbury's Bank Plc,J SAINSBURY PLC,2024-09-01 to 2025-02-28,H1 2025,Insurance & pure protection,848
Santander UK Plc,SANTANDER UK GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,126
Scottish Equitable Plc,AEGON N.V.,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,7
Scottish Friendly Assurance Society Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,407
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1485
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,0
Shop Direct Finance Company Limited,THE VERY GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,356
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2207
Skipton Building Society,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,5
Society of Lloyd's,SOCIETY OF LLOYD'S,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,4858
Somerset Bridge Insurance Services Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1372
ST. JAMES'S PLACE UK PLC,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,5
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,216
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1297
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3284
Telefonica UK Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,401
Tesco Personal Finance Limited,NO GROUP,2024-09-01 to 2025-02-28,H1 2025,Insurance & pure protection,4184
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),2024-09-01 to 2025-02-28,H1 2025,Insurance & pure protection,2462
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,5311
The Prudential Assurance Company Limited,M&G PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,661
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,24
The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2032
Tradex Insurance Company PLC,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3137
TSB Bank plc,BANCO DE SABADELL SA,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,25
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,44506
USAY BUSINESS LTD,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,737
Utility Warehouse Limited,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,3717
Vitality Corporate Services Limited,DISCOVERY LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,9711
Vodafone Limited,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,226
Volkswagen Financial Services (UK) Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,40
Wesleyan Assurance Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,122
West Bay Insurance Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,693
Xbridge Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,1216
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,19
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2260
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP AG,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,2914
Accredited Insurance (Europe) Ltd,ACCREDITED GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4046
Acm Ulr Limited,MARKERSTUDY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,669
ACORN INSURANCE AND FINANCIAL SERVICES LIMITED,ACORN GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,741
Acromas Insurance Company Limited,SAGA PLC,2025-02-01 to 2025-07-31,H2 2025,Insurance & pure protection,1781
Adrian Flux Insurance Services Group,NO GROUP,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,2500
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,671
Ageas Insurance Limited,AGEAS SA-NV,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4463
Ageas Retail Limited,AGEAS SA-NV,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,888
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1497
Allianz Insurance Plc,ALLIANZ GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2889
AMERICAN EXPRESS SERVICES EUROPE LIMITED,AMERICAN EXPRESS,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,78
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,929
AmTrust Specialty Limited,AMTRUST INTERNATIONAL,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1994
ANIMAL FRIENDS INSURANCE SERVICES LIMITED,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3575
Antares Insurance Company Limited,QIC CAPITAL LLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,594
ARAG Legal Expenses Insurance Company Limited,ARAG PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2728
Arthur J. Gallagher Insurance Brokers Limited,GALLAGHER GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1004
Assurant General Insurance Limited,ASSURANT INC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,6825
Astrenska Insurance Limited,COLLINSON GROUP,2025-05-01 to 2025-10-31,H2 2025,Insurance & pure protection,2483
Asurion Europe Limited,ASURION,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1571
Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,8470
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),2025-02-01 to 2025-07-31,H2 2025,Insurance & pure protection,6486
Avantia Insurance Limited,AVANTIA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1089
Aviva Health UK Limited,AVIVA PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1276
Aviva Insurance Limited,AVIVA PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,50156
Aviva Life Services UK Limited,AVIVA PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4360
Aviva Protection UK Limited,AVIVA PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,698
AWP Assistance UK Ltd,ALLIANZ GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2981
AWP P&C S.A.,ALLIANZ GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1919
AXA Insurance Designated Activity Company,AXA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1842
AXA Insurance UK Plc,AXA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,16159
AXA PPP Healthcare Limited,AXA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,20666
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,23
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,172
Barclays Bank Plc,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1
Barclays Bank UK PLC,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,151
BISL Limited,MARKERSTUDY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,11307
British Gas Services Limited,BRITISH GAS,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,47157
BUPA Insurance Services Limited,BUPA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,27518
CALL ASSIST LIMITED,NO GROUP,2025-05-01 to 2025-10-31,H2 2025,Insurance & pure protection,732
Canada Life Limited,CANADA LIFE,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,184
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,27
Car Care Plan Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,891
Carfinance247 Limited,247 MONEY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,208
Carmoola Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
CAROLE NASH INSURANCE CONSULTANTS LIMITED,MARKERSTUDY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2669
Castelan Limited,CASTELAN GROUP,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,745
Casualty & General Insurance Company (Europe) Ltd,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,907
Chubb European Group SE,CHUBB LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4458
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2025-02-01 to 2025-07-31,H2 2025,Insurance & pure protection,5
Clydesdale Bank Plc,NATIONWIDE BUILDING SOCIETY,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,20
Cofunds Limited,AEGON N.V.,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
Complete Cover Group Ltd,COMPLETE COVER GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,594
Connells Limited,SKIPTON BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,130
Countrywide Assured Plc,CHESNARA PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,243
Coutts & Company,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,13
Covea Insurance plc,COVEA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2545
Coventry Building Society,COVENTRY BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1
Domestic & General Insurance Plc,DOMESTIC & GENERAL GROUP,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,55887
EBS Pensions Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
Embark Services Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
ERGO TRAVEL INSURANCE SERVICES LTD,MUNICH RE,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4190
esure Insurance Limited,ESURE GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,11394
EUI Limited,ADMIRAL GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,60383
Eversure Limited,NO GROUP,2025-05-01 to 2025-10-31,H2 2025,Insurance & pure protection,662
Evolution Insurance Company Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,579
Exeter Friendly Society Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1050
Experian Limited,EXPERIAN PLC,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,1
Extracover Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1104
FCE Bank Plc,FORD MOTOR CO,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,8965
FirstRand Bank Limited,FIRSTRAND LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,18
Forester Life Limited,FORSTERS FINANCIAL,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,36
Fortegra Europe Insurance Company Ltd,TIPTREE INC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3119
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
Hastings Insurance Services Limited,HASTINGS GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,19003
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
HELVETIA GLOBAL SOLUTIONS LTD,HELVETIA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,967
Highway Insurance Company Limited,ALLIANZ GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,613
Homeserve Membership Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2317
Hood Travel Limited,HOOD GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,814
Howserv Limited,STAYSURE HOLDINGS LTD,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3281
HSBC UK Bank Plc,HSBC GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,450
I Go 4 Ltd.,MARKERSTUDY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,946
INSURANCE FACTORY LIMITED,MARKERSTUDY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1292
INTACT INSURANCE UK LIMITED,INTACT FINANCIAL CORPORATION,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,6049
Inter Partner Assistance SA,AXA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,7377
