firm_name,firm_group,reporting_period,period,product_category,uphold_rate
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Decumulation & pensions,0.0
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,H2 2024,Decumulation & pensions,39.6
AJ Bell Management Limited,AJ BELL GROUP,2024-10-01 to 2025-03-31,H1 2025,Decumulation & pensions,62.3
AJ Bell Securities Limited,AJ BELL GROUP,2024-10-01 to 2025-03-31,H1 2025,Decumulation & pensions,45.4
Aviva Life Services UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,64.6
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,60.0
Barclays Bank Plc,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,66.0
Barclays Bank UK PLC,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,0.0
Canada Life Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,83.8
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-10-01 to 2025-03-31,H1 2025,Decumulation & pensions,100.0
Cofunds Limited,AEGON N.V.,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,43.4
Countrywide Assured Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,69.7
Coutts & Company,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,66.7
Digital Moneybox Limited,NO GROUP,2024-12-01 to 2025-05-31,H1 2025,Decumulation & pensions,42.1
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,74.9
Embark Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,80.0
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,76.0
Family Assurance Friendly Society Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,0.0
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,55.5
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,23.1
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,75.9
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN LIMITED,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,60.1
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,65.2
Interactive Investor Services Limited,ABERDEEN GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,61.0
JAMES HAY ADMINISTRATION COMPANY LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,81.1
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,71.5
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,81.6
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,22.7
Monzo Bank Ltd,MONZO BANK LIMITED,2024-10-01 to 2025-03-31,H1 2025,Decumulation & pensions,44.0
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,68.3
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2024-10-05 to 2025-03-31,H1 2025,Decumulation & pensions,0.0
Nutmeg Saving and Investment Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,66.8
People's Administration Services Limited,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Decumulation & pensions,53.1
Phoenix Life CA Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,57.1
Phoenix Life Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,75.4
QUILTER FINANCIAL SERVICES LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,29.2
Quilter Life & Pensions Limited,QUILTER GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,66.9
ReAssure Life Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,91.2
ReAssure Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,86.4
Rothesay Life Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,30.4
Santander UK Plc,SANTANDER UK GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,80.0
Scottish Equitable Plc,AEGON N.V.,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,64.6
Scottish Friendly Assurance Society Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,86.0
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,88.3
Skipton Building Society,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,61.7
ST. JAMES'S PLACE UK PLC,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,67.1
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,52.4
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,0.0
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,47.6
The Prudential Assurance Company Limited,M&G PLC,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,80.0
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,85.7
The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,66.7
"VANGUARD ASSET MANAGEMENT, LTD.",NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,68.0
Virgin Money Unit Trust Managers Ltd,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Decumulation & pensions,83.2
Wesleyan Assurance Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,92.7
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,0.0
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2025-01-01 to 2025-06-30,H1 2025,Decumulation & pensions,36.5
AJ Bell Management Limited,AJ BELL GROUP,2025-04-01 to 2025-09-30,H2 2025,Decumulation & pensions,53.4
AJ Bell Securities Limited,AJ BELL GROUP,2025-04-01 to 2025-09-30,H2 2025,Decumulation & pensions,48.2
Aviva Life Services UK Limited,AVIVA PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,68.4
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,30.0
Barclays Bank Plc,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,65.7
Barclays Bank UK PLC,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,0.0
Canada Life Limited,CANADA LIFE,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,78.1
Cofunds Limited,AEGON N.V.,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,50.0
Countrywide Assured Plc,CHESNARA PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,43.6
Coutts & Company,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,90.0
EBS Pensions Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,93.2
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,76.2
Embark Services Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,91.7
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,27.3
FIL Life Insurance Limited,FIDELITY INTERNATIONAL GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,46.1
Financial Administration Services Limited,FIDELITY INTERNATIONAL GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,56.2
Forester Life Limited,FORSTERS FINANCIAL,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,42.9
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,56.5
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN LIMITED,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,55.9
HSBC UK Bank Plc,HSBC GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,56.9
Interactive Investor Services Limited,ABERDEEN GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,53.7
J.P. MORGAN PERSONAL INVESTING LIMITED,JPMORGAN CHASE & CO,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,70.9
JAMES HAY ADMINISTRATION COMPANY LIMITED,JAMES HAY PARTNERSHIP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,68.3
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,75.3
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,83.3
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,37.0
Monzo Bank Ltd,MONZO GROUP,2025-04-01 to 2025-09-30,H2 2025,Decumulation & pensions,28.3
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,60.0
OCTOPUS MONEY UNIT TRUST MANAGERS LIMITED,OCTOPUS MONEY,2025-04-01 to 2025-09-30,H2 2025,Decumulation & pensions,84.7
People's Administration Services Limited,PEOPLE'S PARTNERSHIP,2025-04-01 to 2025-09-30,H2 2025,Decumulation & pensions,50.0
Phoenix Life CA Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,61.6
Phoenix Life Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,78.6
QUILTER FINANCIAL SERVICES LIMITED,QUILTER GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,34.9
Quilter Life & Pensions Limited,QUILTER GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,67.6
ReAssure Life Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,85.3
ReAssure Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,81.2
Rothesay Life Plc,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,25.0
"Royal London Mutual Insurance Society, Limited (THE)",ROYAL LONDON GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,67.4
Santander UK Plc,SANTANDER UK GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,42.9
Scottish Equitable Plc,AEGON N.V.,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,65.5
Scottish Friendly Assurance Society Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,79.1
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,84.9
Skipton Building Society,SKIPTON BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,78.8
ST. JAMES'S PLACE UK PLC,ST. JAMES'S PLACE PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,63.6
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,43.8
The National Farmers' Union Mutual Insurance Society Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,56.6
The Prudential Assurance Company Limited,M&G PLC,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,84.4
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,100.0
True Potential Wealth Management LLP,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,15.8
UBS AG,UBS GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,33.3
"VANGUARD ASSET MANAGEMENT, LTD.","THE VANGUARD GROUP, INC.",2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,63.1
Wesleyan Assurance Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,89.3
Zurich Assurance Ltd,ZURICH INSURANCE GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Decumulation & pensions,38.1
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Home finance,65.0
Aldermore Bank Plc,FIRSTRAND LIMITED,2024-07-01 to 2024-12-31,H2 2024,Home finance,64.9
Aviva Life Services UK Limited,AVIVA PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,40.0
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,29.2
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,55.5
Barclays Bank Plc,BARCLAYS PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,100.0
Barclays Bank UK PLC,BARCLAYS PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,75.6
Cabot Credit Management Group Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,39.3
Capital Home Loans Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,31.2
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,35.7
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-04-01 to 2024-09-30,H2 2024,Home finance,64.3
Connells Limited,SKIPTON BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Home finance,46.6
Coutts & Company,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,58.3
Coventry Building Society,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,75.4
Cynergy Bank Plc,CYNERGY CAPITAL LTD,2024-07-01 to 2024-12-31,H2 2024,Home finance,75.0
Elderbridge Limited,TECH MAHINDRA LIMITED,2024-04-01 to 2024-09-30,H2 2024,Home finance,48.8
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,59.3
Kensington Mortgage Company Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,28.4
Landmark Mortgages Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,39.0
Leeds Building Society,LEEDS BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Home finance,58.1
Lenvi Servicing Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,41.3
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,58.8
London and Country Mortgages Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,67.1
Metro Bank PLC,METRO BANK PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,70.3
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,60.6
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2024-04-05 to 2024-10-04,H2 2024,Home finance,48.7
Newcastle Building Society,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,41.6
Northern Bank Limited,DANSKE BANK A/S,2024-07-01 to 2024-12-31,H2 2024,Home finance,47.8
OneSavings Bank Plc,ONESAVINGS BANK PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,52.9
Paragon Bank Plc,PARAGON BANKING GROUP PLC,2024-04-01 to 2024-09-30,H2 2024,Home finance,57.1
Pepper (UK) Limited,PEPPER FINANCIAL SERVICES GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,44.4
Phoenix Life Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,16.7
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Home finance,50.6
QUILTER FINANCIAL SERVICES LIMITED,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,0.0
Sainsbury's Bank Plc,J SAINSBURY PLC,2024-03-01 to 2024-08-31,H2 2024,Home finance,64.7
Santander UK Plc,SANTANDER UK GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,61.5
Secure Trust Bank Plc,SECURE TRUST BANK PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,0.0
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,49.7
Skipton Building Society,SKIPTON BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Home finance,70.0
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,38.5
Swift 1st Limited,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Home finance,15.8
Tandem Bank Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,50.0
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2024-07-01 to 2024-12-31,H2 2024,Home finance,77.5
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,2024-04-01 to 2024-09-30,H2 2024,Home finance,52.2
The Prudential Assurance Company Limited,M&G PLC,2024-07-01 to 2024-12-31,H2 2024,Home finance,48.4
The Royal Bank of Scotland Plc,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,57.3
Topaz Finance Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,35.6
TSB Bank plc,BANCO DE SABADELL SA,2024-07-01 to 2024-12-31,H2 2024,Home finance,55.0
UK Mortgage Lending Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Home finance,58.1
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Home finance,67.1
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,H2 2024,Home finance,0.0
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Home finance,66.3
Admiral Financial Services Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,100.0
Aldermore Bank Plc,FIRSTRAND LIMITED,2025-01-01 to 2025-06-30,H1 2025,Home finance,65.9
Aviva Life Services UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,35.9
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,28.3
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,55.4
Barclays Bank Plc,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,33.3
Barclays Bank UK PLC,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,76.9
Cabot Credit Management Group Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,43.3
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,38.7
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-10-01 to 2025-03-31,H1 2025,Home finance,67.7
Connells Limited,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Home finance,49.6
Coutts & Company,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,52.4
Coventry Building Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,71.9
Elderbridge Limited,TECH MAHINDRA LIMITED,2024-10-01 to 2025-03-31,H1 2025,Home finance,43.9
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,61.4
Kensington Mortgage Company Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,30.1
Landmark Mortgages Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,42.0
Leeds Building Society,LEEDS BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Home finance,56.5
Lenvi Servicing Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,83.4
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,62.1
London and Country Mortgages Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,68.8
Metro Bank PLC,METRO BANK PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,71.6
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,55.4
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2024-10-05 to 2025-03-31,H1 2025,Home finance,50.8
Newcastle Building Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,41.1
Northern Bank Limited,DANSKE BANK A/S,2025-01-01 to 2025-06-30,H1 2025,Home finance,46.0
OneSavings Bank Plc,ONESAVINGS BANK PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,51.4
Paragon Bank Plc,PARAGON BANKING GROUP PLC,2024-10-01 to 2025-03-31,H1 2025,Home finance,47.3
Pepper (UK) Limited,PEPPER FINANCIAL SERVICES GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,42.8
Phoenix Life Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,0.0
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Home finance,44.2
QUILTER FINANCIAL SERVICES LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,0.0
ReAssure Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,0.0
Santander UK Plc,SANTANDER UK GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,61.7
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,57.6
Skipton Building Society,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Home finance,72.2
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,25.0
Swift 1st Limited,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Home finance,11.0
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2025-01-01 to 2025-06-30,H1 2025,Home finance,62.2
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,2024-10-01 to 2025-03-31,H1 2025,Home finance,52.2
The Prudential Assurance Company Limited,M&G PLC,2025-01-01 to 2025-06-30,H1 2025,Home finance,38.2
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,51.9
Topaz Finance Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,34.9
TSB Bank plc,BANCO DE SABADELL SA,2025-01-01 to 2025-06-30,H1 2025,Home finance,53.1
UK Mortgage Lending Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Home finance,51.0
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Home finance,67.0
Accord Mortgages Limited,YORKSHIRE BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Home finance,63.6
Admiral Financial Services Limited,ADMIRAL GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,85.7
Aldermore Bank Plc,FIRSTRAND LIMITED,2025-07-01 to 2025-12-31,H2 2025,Home finance,70.6
Ascent Performance Group Limited,not on previous list,2025-05-01 to 2025-10-31,H2 2025,Home finance,30.6
Aviva Life Services UK Limited,AVIVA PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,40.2
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,30.0
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,57.4
Barclays Bank Plc,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,100.0
Barclays Bank UK PLC,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,75.0
Cabot Credit Management Group Limited,ENCORE CAPITAL GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,52.3
Charter Court Financial Services Limited,CHARTER COURT FINANCIAL SERVICES GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,38.6
Clydesdale Bank Plc,NATIONWIDE BUILDING SOCIETY,2025-04-01 to 2025-09-30,H2 2025,Home finance,64.7
Connells Limited,SKIPTON BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Home finance,46.4
Coutts & Company,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,57.3
Coventry Building Society,COVENTRY BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Home finance,68.3
Cynergy Bank Plc,CYNERGY CAPITAL LTD,2025-07-01 to 2025-12-31,H2 2025,Home finance,66.7
Elderbridge Limited,TECH MAHINDRA LIMITED,2025-04-01 to 2025-09-30,H2 2025,Home finance,51.1
HSBC UK Bank Plc,HSBC GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,63.0
Kensington Mortgage Company Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,29.3
Leeds Building Society,LEEDS BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Home finance,60.3
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,63.3
LONDON & COUNTRY MORTGAGES LIMITED,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,64.1
Metro Bank PLC,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,75.2
